Bicentenario  2018;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO_UNICO;Sexo;Tramo_Edad;Eliminar la pobreza (1);Eliminar la pobreza (2);Eliminar la pobreza (3);Eliminar la pobreza (4);Ser un país desarrollado (1);Ser un país desarrollado (2);Ser un país desarrollado (3);Ser un país desarrollado (4);Detener el daño al medio ambiente (1);Detener el daño al medio ambiente (2);Detener el daño al medio ambiente (3);Detener el daño al medio ambiente (4)
1770;2;5;9;9;9;9;9;9;3;9;1;9;9;9
1771;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1772;1;5;9;9;3;9;9;2;9;9;9;2;9;9
1773;1;1;9;2;9;9;9;2;9;9;9;9;3;9
1774;2;5;9;9;9;4;9;9;9;4;9;9;9;4
1775;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1776;2;5;1;9;9;9;9;2;9;9;9;9;3;9
1777;1;5;9;2;9;9;9;2;9;9;1;9;9;9
1778;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1779;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1780;1;2;9;9;3;9;9;2;9;9;9;9;3;9
1781;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1782;2;5;9;2;9;9;9;9;9;9;9;2;9;9
1783;1;5;1;9;9;9;9;2;9;9;1;9;9;9
1784;1;5;9;9;3;9;9;9;3;9;1;9;9;9
1785;2;2;9;2;9;9;9;9;3;9;9;9;9;9
1786;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1787;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1788;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1789;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1790;1;5;9;9;9;4;9;9;3;9;9;9;9;4
1791;2;5;9;2;9;9;9;2;9;9;9;9;9;4
1792;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1793;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1794;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1795;2;5;9;9;3;9;9;9;3;9;9;9;9;4
1796;2;5;9;2;9;9;9;9;9;9;1;9;9;9
1797;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1798;1;5;9;2;9;9;9;9;9;9;9;2;9;9
1799;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1800;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1801;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1802;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1803;1;3;1;9;9;9;1;9;9;9;1;9;9;9
1804;2;4;9;9;3;9;9;2;9;9;9;2;9;9
1805;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1806;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1807;1;1;1;9;9;9;1;9;9;9;1;9;9;9
1808;2;1;9;2;9;9;9;2;9;9;1;9;9;9
1809;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1810;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1811;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1812;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1813;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1814;1;5;9;2;9;9;9;2;9;9;1;9;9;9
1815;1;4;9;9;3;9;9;9;9;4;9;9;3;9
1816;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1817;1;1;9;9;9;4;9;9;3;9;9;9;3;9
1818;1;5;1;9;9;9;1;9;9;9;9;2;9;9
1819;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1820;2;5;1;9;9;9;9;9;3;9;9;2;9;9
1821;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1822;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1823;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1824;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1825;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1826;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1827;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1828;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1829;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1830;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1831;2;5;9;2;9;9;1;9;9;9;1;9;9;9
1832;2;1;9;9;3;9;9;9;3;9;9;2;9;9
1833;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1834;2;5;9;9;3;9;9;2;9;9;1;9;9;9
1835;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1836;2;5;9;2;9;9;9;2;9;9;9;9;9;9
1837;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1838;1;1;9;9;3;9;9;2;9;9;9;9;3;9
1839;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1840;2;5;1;9;9;9;9;2;9;9;1;9;9;9
1841;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1842;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1843;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1844;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1845;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1846;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1847;2;5;9;9;3;9;9;9;3;9;1;9;9;9
1848;2;4;9;2;9;9;9;9;9;9;9;2;9;9
1849;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1850;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1851;1;3;9;2;9;9;9;2;9;9;1;9;9;9
1852;2;5;9;2;9;9;9;9;9;9;9;9;3;9
1853;1;5;9;9;3;9;9;9;3;9;1;9;9;9
1854;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1855;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1856;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1857;1;4;9;2;9;9;9;9;3;9;1;9;9;9
1858;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1859;2;4;9;2;9;9;9;9;3;9;1;9;9;9
1860;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1861;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1862;2;3;1;9;9;9;9;2;9;9;9;2;9;9
1863;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1864;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1865;1;3;9;9;3;9;9;9;3;9;1;9;9;9
1866;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1867;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1868;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1869;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1870;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1871;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1872;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1873;1;4;1;9;9;9;1;9;9;9;9;9;3;9
1874;1;1;9;9;3;9;9;9;9;4;1;9;9;9
1875;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1876;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1877;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1878;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1879;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1880;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1881;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1882;2;5;1;9;9;9;1;9;9;9;1;9;9;9
1883;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1884;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1885;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1886;1;3;9;9;3;9;1;9;9;9;9;9;3;9
1887;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1888;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1889;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1890;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1891;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1892;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1893;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1894;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1895;2;2;9;2;9;9;1;9;9;9;1;9;9;9
1896;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1897;1;3;9;2;9;9;9;2;9;9;9;9;3;9
1898;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1899;1;5;9;9;3;9;9;9;3;9;9;9;9;4
1900;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1901;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1902;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1903;2;5;9;2;9;9;9;9;9;9;9;9;3;9
1904;2;1;9;2;9;9;9;2;9;9;9;2;9;9
1905;1;1;9;9;9;4;9;9;3;9;9;9;3;9
1906;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1907;1;5;1;9;9;9;9;9;3;9;1;9;9;9
1908;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1909;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1910;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1911;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1912;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1913;1;5;1;9;9;9;1;9;9;9;9;9;3;9
1914;2;5;9;9;9;4;9;9;9;4;9;9;9;4
1915;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1916;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1917;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1918;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1919;1;4;9;9;3;9;9;9;3;9;9;9;3;9
1920;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1921;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1922;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1923;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1924;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1925;1;1;1;9;9;9;9;9;3;9;9;9;3;9
1926;1;5;9;2;9;9;9;9;3;9;1;9;9;9
1927;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1928;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1929;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1930;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1931;2;2;1;9;9;9;9;9;9;4;1;9;9;9
1932;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1933;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1934;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1935;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1936;1;4;9;9;3;9;9;9;3;9;1;9;9;9
1937;2;3;9;2;9;9;1;9;9;9;9;2;9;9
1938;2;4;9;2;9;9;9;9;9;4;9;9;3;9
1939;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1940;1;1;9;2;9;9;9;2;9;9;9;2;9;9
1941;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1942;1;5;9;2;9;9;9;2;9;9;1;9;9;9
1943;1;4;9;9;3;9;1;9;9;9;9;2;9;9
1944;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1945;2;4;9;2;9;9;1;9;9;9;1;9;9;9
1946;1;4;9;2;9;9;1;9;9;9;1;9;9;9
1947;1;4;1;9;9;9;9;2;9;9;1;9;9;9
1948;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1949;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1950;1;5;9;9;3;9;9;2;9;9;9;9;9;9
1951;1;3;9;9;3;9;1;9;9;9;9;2;9;9
1952;2;2;9;2;9;9;9;2;9;9;1;9;9;9
1953;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1954;2;2;9;2;9;9;9;9;3;9;1;9;9;9
1955;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1956;2;1;9;9;3;9;9;2;9;9;1;9;9;9
1957;1;4;9;9;3;9;9;9;3;9;9;2;9;9
1958;1;2;9;9;3;9;9;2;9;9;9;2;9;9
1959;2;5;9;9;9;9;9;9;3;9;9;9;3;9
1960;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1961;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1962;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1963;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1964;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1965;2;5;1;9;9;9;9;2;9;9;9;2;9;9
1966;1;5;9;2;9;9;9;2;9;9;1;9;9;9
1967;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1968;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1969;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1970;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1971;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1972;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1973;1;5;9;9;3;9;9;9;9;4;9;9;3;9
1974;1;2;9;2;9;9;9;9;3;9;9;9;3;9
1975;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1976;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1977;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1978;1;5;1;9;9;9;9;2;9;9;1;9;9;9
1979;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1980;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1981;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1982;2;5;9;9;3;9;9;9;9;4;9;9;3;9
1983;1;4;9;9;3;9;9;2;9;9;9;9;3;9
1984;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1985;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1986;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1987;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1988;1;3;9;2;9;9;9;2;9;9;9;9;3;9
1989;1;2;9;2;9;9;1;9;9;9;9;9;3;9
1990;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1991;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1992;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1993;1;3;1;9;9;9;1;9;9;9;1;9;9;9
1994;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1995;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1996;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1997;1;3;9;2;9;9;9;2;9;9;9;9;3;9
1998;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1999;2;3;9;2;9;9;9;9;3;9;9;9;3;9
2000;2;4;9;2;9;9;9;9;3;9;9;9;3;9
2001;2;4;9;9;3;9;9;9;3;9;9;9;3;9
2002;1;2;9;2;9;9;9;9;3;9;1;9;9;9
2003;2;5;9;2;9;9;9;9;3;9;9;9;3;9
2004;2;3;9;2;9;9;9;2;9;9;9;9;3;9
2005;1;3;9;2;9;9;9;2;9;9;9;2;9;9
2006;1;2;1;9;9;9;9;2;9;9;9;2;9;9
2007;2;5;9;2;9;9;9;2;9;9;9;2;9;9
2008;1;1;9;9;3;9;9;9;3;9;9;9;3;9
2009;2;4;9;2;9;9;9;2;9;9;9;2;9;9
2010;2;5;9;2;9;9;9;2;9;9;9;2;9;9
2011;2;5;9;9;3;9;9;9;3;9;9;2;9;9
