Bicentenario  2018;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO_UNICO;Sexo;Tramo_Edad;Eliminar la pobreza (1);Eliminar la pobreza (2);Eliminar la pobreza (3);Eliminar la pobreza (4);Ser un país desarrollado (1);Ser un país desarrollado (2);Ser un país desarrollado (3);Ser un país desarrollado (4);Detener el daño al medio ambiente (1);Detener el daño al medio ambiente (2);Detener el daño al medio ambiente (3);Detener el daño al medio ambiente (4)
880;2;3;9;9;3;9;9;2;9;9;9;2;9;9
881;1;2;9;2;9;9;9;9;3;9;9;9;3;9
882;1;4;9;2;9;9;9;2;9;9;9;2;9;9
883;2;2;9;2;9;9;9;2;9;9;9;2;9;9
884;1;5;9;2;9;9;9;2;9;9;1;9;9;9
885;2;2;9;9;3;9;9;9;3;9;9;9;3;9
886;2;4;9;9;3;9;9;2;9;9;9;2;9;9
887;2;5;9;2;9;9;9;9;3;9;1;9;9;9
888;2;3;9;2;9;9;9;9;3;9;9;9;3;9
889;2;2;9;9;3;9;9;2;9;9;9;9;9;4
890;2;4;9;2;9;9;9;2;9;9;9;9;3;9
891;2;5;9;9;3;9;9;9;3;9;9;9;3;9
892;2;4;9;9;3;9;9;9;3;9;9;9;3;9
893;2;1;9;2;9;9;9;9;3;9;1;9;9;9
894;1;3;9;2;9;9;9;2;9;9;9;2;9;9
895;1;4;9;2;9;9;9;9;3;9;9;2;9;9
896;1;4;9;2;9;9;9;2;9;9;9;9;3;9
897;2;4;9;2;9;9;9;2;9;9;9;2;9;9
898;2;3;9;9;3;9;9;9;3;9;9;9;3;9
899;1;2;9;2;9;9;9;2;9;9;9;2;9;9
900;2;5;1;9;9;9;1;9;9;9;1;9;9;9
901;2;2;9;2;9;9;9;9;9;9;9;9;3;9
902;1;2;9;2;9;9;9;2;9;9;9;2;9;9
903;2;5;9;9;3;9;9;9;3;9;9;2;9;9
904;2;5;9;9;3;9;9;9;3;9;9;2;9;9
905;2;3;9;2;9;9;9;2;9;9;1;9;9;9
906;1;5;9;9;3;9;9;9;3;9;9;9;3;9
907;2;5;9;9;3;9;9;9;3;9;9;9;3;9
908;2;3;9;9;3;9;9;9;9;4;9;9;3;9
909;2;5;9;9;3;9;9;2;9;9;9;9;3;9
910;2;5;9;2;9;9;9;2;9;9;9;2;9;9
911;2;5;1;9;9;9;9;2;9;9;9;2;9;9
912;1;5;9;2;9;9;9;9;3;9;1;9;9;9
913;2;4;9;2;9;9;9;9;3;9;9;9;3;9
914;2;5;9;2;9;9;9;9;3;9;9;9;3;9
915;2;3;9;9;3;9;9;9;3;9;9;2;9;9
916;1;1;9;2;9;9;9;9;3;9;1;9;9;9
917;1;3;9;2;9;9;9;2;9;9;9;2;9;9
918;2;5;9;2;9;9;9;9;3;9;9;2;9;9
919;1;3;9;2;9;9;9;9;3;9;9;9;3;9
920;1;2;9;2;9;9;9;2;9;9;9;9;3;9
921;1;5;9;2;9;9;9;2;9;9;9;2;9;9
922;1;3;9;9;3;9;9;9;3;9;9;9;3;9
923;2;4;1;9;9;9;1;9;9;9;9;2;9;9
924;2;3;9;2;9;9;9;9;3;9;9;2;9;9
925;1;5;9;2;9;9;9;2;9;9;9;2;9;9
926;1;5;9;2;9;9;9;2;9;9;9;2;9;9
927;2;3;9;2;9;9;9;2;9;9;9;2;9;9
928;2;2;9;2;9;9;9;9;3;9;9;2;9;9
929;1;3;9;2;9;9;9;9;3;9;9;2;9;9
930;1;1;9;9;3;9;9;9;3;9;1;9;9;9
931;1;1;9;2;9;9;9;9;3;9;1;9;9;9
932;1;4;9;2;9;9;1;9;9;9;1;9;9;9
933;2;3;9;2;9;9;9;9;3;9;1;9;9;9
934;1;3;9;2;9;9;9;9;3;9;1;9;9;9
935;1;3;9;2;9;9;9;2;9;9;1;9;9;9
936;1;2;9;9;3;9;9;9;3;9;9;2;9;9
937;2;4;9;2;9;9;9;9;3;9;9;9;3;9
938;2;4;9;2;9;9;9;9;3;9;9;9;9;4
939;2;4;9;9;3;9;9;9;3;9;9;2;9;9
940;2;1;9;2;9;9;9;9;3;9;9;2;9;9
941;2;3;9;2;9;9;1;9;9;9;9;2;9;9
942;2;1;9;9;3;9;9;9;3;9;9;9;3;9
943;2;1;9;2;9;9;9;9;3;9;1;9;9;9
944;2;2;9;9;3;9;9;9;3;9;9;9;3;9
945;1;5;9;2;9;9;9;2;9;9;9;2;9;9
946;1;3;9;2;9;9;9;2;9;9;1;9;9;9
947;2;5;9;2;9;9;9;2;9;9;9;9;3;9
948;2;5;9;9;3;9;9;9;3;9;1;9;9;9
949;2;2;9;2;9;9;9;2;9;9;9;2;9;9
950;1;1;1;9;9;9;9;9;3;9;1;9;9;9
951;2;5;9;2;9;9;9;9;3;9;9;2;9;9
952;2;2;9;9;3;9;9;9;3;9;9;9;3;9
953;2;5;1;9;9;9;1;9;9;9;1;9;9;9
954;2;4;9;2;9;9;9;2;9;9;9;9;3;9
955;2;2;9;2;9;9;9;2;9;9;9;9;3;9
956;2;5;9;9;3;9;9;9;3;9;1;9;9;9
957;1;3;9;2;9;9;9;2;9;9;1;9;9;9
958;1;2;9;9;3;9;9;2;9;9;1;9;9;9
959;2;1;9;2;9;9;9;9;3;9;9;9;3;9
960;2;5;9;2;9;9;9;9;3;9;1;9;9;9
961;2;5;9;2;9;9;9;2;9;9;9;9;3;9
962;1;5;9;2;9;9;9;2;9;9;9;9;3;9
963;1;2;9;2;9;9;9;2;9;9;1;9;9;9
964;2;5;9;9;3;9;9;9;3;9;9;9;3;9
965;2;5;9;9;3;9;9;2;9;9;9;2;9;9
966;2;3;9;9;3;9;9;9;3;9;1;9;9;9
967;1;5;9;2;9;9;9;9;3;9;9;2;9;9
968;2;4;1;9;9;9;9;9;3;9;9;9;3;9
969;1;5;9;2;9;9;9;9;3;9;9;9;3;9
970;2;4;9;2;9;9;9;2;9;9;9;2;9;9
971;1;2;9;2;9;9;9;2;9;9;1;9;9;9
972;2;1;9;9;3;9;9;9;3;9;9;2;9;9
973;2;1;9;2;9;9;9;2;9;9;1;9;9;9
974;2;5;9;9;3;9;9;9;3;9;9;9;3;9
975;1;5;9;2;9;9;9;2;9;9;9;9;3;9
976;2;3;9;2;9;9;1;9;9;9;9;2;9;9
977;2;3;9;2;9;9;9;2;9;9;9;2;9;9
978;1;3;9;2;9;9;9;2;9;9;1;9;9;9
979;2;4;9;2;9;9;9;2;9;9;9;2;9;9
980;1;4;9;2;9;9;9;2;9;9;1;9;9;9
981;1;3;9;2;9;9;9;2;9;9;1;9;9;9
982;2;2;9;2;9;9;9;9;3;9;1;9;9;9
983;2;1;9;9;3;9;9;9;3;9;9;2;9;9
984;2;1;9;9;3;9;9;9;9;4;9;2;9;9
985;1;4;9;2;9;9;9;2;9;9;9;2;9;9
986;1;5;9;9;3;9;9;2;9;9;9;9;3;9
987;2;3;9;2;9;9;9;2;9;9;9;2;9;9
988;2;5;9;2;9;9;9;9;3;9;1;9;9;9
989;1;5;1;9;9;9;9;2;9;9;1;9;9;9
990;1;2;9;2;9;9;9;2;9;9;9;2;9;9
991;2;5;9;2;9;9;9;2;9;9;9;2;9;9
992;2;4;9;2;9;9;9;2;9;9;9;2;9;9
993;1;2;9;9;3;9;9;9;3;9;9;9;3;9
994;2;3;9;9;3;9;9;9;3;9;9;9;3;9
995;1;4;9;2;9;9;9;9;3;9;9;9;3;9
996;2;3;9;2;9;9;9;9;3;9;9;9;3;9
997;2;3;9;2;9;9;9;2;9;9;9;2;9;9
998;1;4;9;2;9;9;9;9;3;9;9;9;3;9
999;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1000;1;4;9;2;9;9;9;2;9;9;1;9;9;9
1001;2;5;9;9;3;9;9;2;9;9;9;9;3;9
1002;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1003;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1004;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1005;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1006;1;4;9;2;9;9;9;9;3;9;9;9;3;9
1007;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1008;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1009;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1010;1;1;9;9;3;9;9;9;3;9;9;2;9;9
1011;2;3;9;2;9;9;9;9;3;9;1;9;9;9
1012;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1013;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1014;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1015;1;5;1;9;9;9;9;2;9;9;9;2;9;9
1016;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1017;2;1;9;2;9;9;9;2;9;9;9;2;9;9
1018;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1019;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1020;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1021;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1022;2;1;9;9;9;4;9;9;9;4;9;9;9;4
1023;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1024;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1025;1;2;9;2;9;9;9;2;9;9;9;9;3;9
1026;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1027;2;2;9;2;9;9;9;9;3;9;9;2;9;9
1028;2;4;9;2;9;9;9;2;9;9;1;9;9;9
1029;2;3;9;9;3;9;9;2;9;9;9;9;3;9
1030;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1031;1;1;9;9;3;9;9;2;9;9;1;9;9;9
1032;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1033;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1034;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1035;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1036;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1037;1;4;9;9;3;9;9;2;9;9;9;2;9;9
1038;1;2;9;9;9;4;9;9;9;4;9;9;3;9
1039;1;1;9;9;3;9;9;9;9;4;9;9;3;9
1040;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1041;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1042;1;4;9;9;3;9;9;9;3;9;9;9;3;9
1043;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1044;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1045;2;1;1;9;9;9;9;9;3;9;9;9;3;9
1046;1;1;1;9;9;9;1;9;9;9;1;9;9;9
1047;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1048;1;5;1;9;9;9;9;9;3;9;9;9;3;9
1049;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1050;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1051;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1052;2;3;9;2;9;9;9;9;3;9;1;9;9;9
1053;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1054;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1055;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1056;2;4;9;9;3;9;9;2;9;9;1;9;9;9
1057;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1058;1;1;9;2;9;9;9;2;9;9;9;9;3;9
1059;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1060;2;2;9;9;9;4;9;9;3;9;9;9;9;4
1061;2;1;9;9;9;9;9;9;9;9;9;9;9;9
1062;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1063;2;4;9;9;3;9;9;9;9;4;9;9;3;9
1064;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1065;1;5;9;9;3;9;9;2;9;9;1;9;9;9
1066;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1067;2;3;9;9;3;9;9;2;9;9;9;2;9;9
1068;2;3;1;9;9;9;9;2;9;9;9;9;3;9
1069;2;4;9;9;3;9;9;9;3;9;1;9;9;9
1070;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1071;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1072;1;1;9;2;9;9;9;9;3;9;9;2;9;9
1073;1;4;9;9;3;9;9;9;3;9;9;9;3;9
1074;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1075;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1076;1;5;1;9;9;9;9;2;9;9;1;9;9;9
1077;1;1;9;9;3;9;9;9;3;9;9;2;9;9
1078;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1079;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1080;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1081;2;1;9;2;9;9;9;9;9;4;9;9;3;9
1082;1;1;9;9;3;9;9;9;9;4;9;9;9;4
1083;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1084;1;1;9;9;9;4;9;9;3;9;9;9;9;4
1085;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1086;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1087;2;5;1;9;9;9;9;2;9;9;1;9;9;9
1088;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1089;2;1;9;2;9;9;9;2;9;9;9;9;3;9
1090;1;5;9;9;3;9;9;2;9;9;1;9;9;9
1091;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1092;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1093;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1094;2;5;9;9;3;9;9;9;3;9;9;2;9;9
1095;2;5;1;9;9;9;1;9;9;9;1;9;9;9
1096;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1097;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1098;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1099;2;1;9;2;9;9;9;2;9;9;9;9;3;9
1100;2;2;9;9;9;4;9;9;3;9;9;9;9;4
1101;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1102;2;4;1;9;9;9;1;9;9;9;1;9;9;9
1103;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1104;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1105;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1106;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1107;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1108;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1109;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1110;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1111;1;1;9;2;9;9;9;9;3;9;9;9;3;9
1112;1;4;9;9;3;9;9;2;9;9;9;9;3;9
1113;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1114;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1115;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1116;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1117;2;1;9;2;9;9;9;9;3;9;1;9;9;9
1118;1;5;9;9;3;9;9;9;9;4;9;9;3;9
1119;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1120;1;2;9;9;3;9;9;2;9;9;9;9;3;9
1121;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1122;2;2;9;2;9;9;9;2;9;9;1;9;9;9
1123;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1124;2;2;9;2;9;9;1;9;9;9;9;2;9;9
1125;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1126;2;5;9;2;9;9;1;9;9;9;9;2;9;9
1127;1;5;1;9;9;9;9;2;9;9;1;9;9;9
1128;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1129;1;2;9;9;3;9;9;9;3;9;9;9;3;9
1130;1;5;9;9;9;9;9;9;3;9;1;9;9;9
1131;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1132;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1133;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1134;1;3;9;2;9;9;9;2;9;9;1;9;9;9
1135;2;3;9;2;9;9;1;9;9;9;9;2;9;9
1136;1;3;9;2;9;9;9;9;3;9;1;9;9;9
1137;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1138;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1139;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1140;1;5;9;2;9;9;9;9;3;9;9;9;9;4
1141;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1142;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1143;1;3;9;9;3;9;9;9;3;9;9;2;9;9
1144;1;3;9;9;3;9;9;2;9;9;9;2;9;9
1145;2;2;9;9;3;9;9;9;9;4;9;9;3;9
1146;1;3;9;2;9;9;9;9;9;9;9;2;9;9
1147;1;2;9;2;9;9;9;9;3;9;9;2;9;9
1148;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1149;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1150;1;1;9;9;3;9;9;2;9;9;1;9;9;9
1151;1;2;9;2;9;9;9;9;3;9;1;9;9;9
1152;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1153;2;3;9;9;3;9;9;2;9;9;9;2;9;9
1154;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1155;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1156;1;2;9;2;9;9;9;9;3;9;1;9;9;9
1157;1;3;9;2;9;9;9;9;3;9;9;9;3;9
1158;2;1;9;9;3;9;9;9;3;9;9;9;3;9
1159;2;4;9;9;3;9;9;2;9;9;9;2;9;9
1160;2;1;9;9;3;9;9;9;3;9;9;2;9;9
1161;1;1;9;2;9;9;9;2;9;9;9;9;3;9
1162;1;4;9;2;9;9;9;2;9;9;9;2;9;9
1163;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1164;1;4;9;9;3;9;9;9;3;9;9;9;3;9
1165;1;1;9;2;9;9;9;9;3;9;9;2;9;9
1166;2;1;9;2;9;9;9;9;3;9;9;2;9;9
1167;2;5;9;9;3;9;9;9;3;9;1;9;9;9
1168;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1169;2;2;9;2;9;9;9;2;9;9;9;9;3;9
1170;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1171;2;3;9;2;9;9;9;2;9;9;9;9;3;9
1172;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1173;1;5;9;2;9;9;9;9;3;9;9;9;3;9
1174;2;2;9;2;9;9;9;9;3;9;1;9;9;9
1175;1;4;1;9;9;9;9;9;3;9;9;9;3;9
1176;1;3;9;2;9;9;1;9;9;9;1;9;9;9
1177;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1178;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1179;1;5;9;2;9;9;9;2;9;9;9;9;3;9
1180;2;3;9;2;9;9;9;2;9;9;9;9;3;9
1181;2;4;9;2;9;9;9;9;3;9;9;9;3;9
1182;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1183;2;3;9;9;3;9;9;2;9;9;9;9;3;9
1184;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1185;2;4;9;2;9;9;9;9;3;9;9;2;9;9
1186;2;4;9;2;9;9;9;2;9;9;1;9;9;9
1187;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1188;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1189;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1190;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1191;1;1;9;9;3;9;9;9;3;9;9;2;9;9
1192;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1193;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1194;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1195;1;4;9;9;3;9;9;9;3;9;1;9;9;9
1196;2;2;9;9;3;9;9;2;9;9;1;9;9;9
1197;1;3;9;9;9;9;9;9;9;9;9;9;9;9
1198;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1199;1;3;9;2;9;9;9;2;9;9;9;2;9;9
1200;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1201;2;1;1;9;9;9;9;2;9;9;1;9;9;9
1202;1;2;9;9;3;9;9;9;3;9;1;9;9;9
1203;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1204;2;4;1;9;9;9;1;9;9;9;1;9;9;9
1205;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1206;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1207;1;4;9;2;9;9;9;9;3;9;9;2;9;9
1208;1;2;9;2;9;9;1;9;9;9;1;9;9;9
1209;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1210;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1211;1;2;9;9;3;9;9;9;3;9;9;2;9;9
1212;2;2;9;2;9;9;9;9;3;9;1;9;9;9
1213;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1214;1;3;9;2;9;9;9;2;9;9;9;9;3;9
1215;1;4;9;9;3;9;9;9;3;9;1;9;9;9
1216;2;4;1;9;9;9;1;9;9;9;1;9;9;9
1217;1;1;1;9;9;9;1;9;9;9;1;9;9;9
1218;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1219;2;3;9;2;9;9;9;9;3;9;1;9;9;9
1220;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1221;2;2;9;9;3;9;9;9;3;9;9;9;9;4
1222;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1223;2;5;9;9;3;9;9;9;3;9;9;9;9;4
1224;2;2;1;9;9;9;9;2;9;9;9;9;3;9
1225;2;4;9;9;3;9;9;9;3;9;9;9;3;9
1226;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1227;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1228;2;4;9;2;9;9;9;2;9;9;1;9;9;9
1229;1;4;9;2;9;9;9;2;9;9;9;9;3;9
1230;1;2;9;2;9;9;9;2;9;9;9;2;9;9
1231;1;2;9;2;9;9;9;9;3;9;9;9;3;9
1232;2;3;9;2;9;9;1;9;9;9;9;2;9;9
1233;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1234;2;4;1;9;9;9;9;9;3;9;1;9;9;9
1235;2;3;9;9;3;9;9;9;3;9;9;9;9;4
1236;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1237;2;3;9;2;9;9;9;2;9;9;9;9;9;9
1238;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1239;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1240;1;1;9;9;3;9;9;2;9;9;9;2;9;9
1241;2;4;9;9;3;9;9;9;3;9;1;9;9;9
1242;2;2;9;2;9;9;9;9;3;9;9;9;3;9
1243;2;4;9;9;3;9;1;9;9;9;1;9;9;9
1244;2;2;9;9;3;9;9;9;3;9;9;9;3;9
1245;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1246;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1247;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1248;2;2;9;2;9;9;9;2;9;9;1;9;9;9
1249;2;3;9;2;9;9;9;9;3;9;9;2;9;9
1250;2;2;9;2;9;9;9;2;9;9;1;9;9;9
1251;2;3;9;9;3;9;9;9;3;9;9;2;9;9
1252;2;2;1;9;9;9;9;2;9;9;1;9;9;9
1253;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1254;2;2;9;2;9;9;9;2;9;9;9;2;9;9
1255;1;1;9;9;3;9;9;9;3;9;9;9;3;9
1256;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1257;2;2;9;2;9;9;9;9;3;9;9;2;9;9
1258;1;3;9;9;3;9;9;9;3;9;9;9;3;9
1259;2;3;9;9;3;9;9;9;3;9;9;9;3;9
1260;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1261;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1262;1;5;9;2;9;9;9;9;3;9;1;9;9;9
1263;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1264;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1265;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1266;1;3;9;9;3;9;9;9;3;9;1;9;9;9
1267;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1268;1;3;1;9;9;9;9;9;3;9;9;2;9;9
1269;2;5;9;9;3;9;9;9;3;9;9;9;3;9
1270;2;3;9;2;9;9;9;2;9;9;9;2;9;9
1271;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1272;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1273;1;5;9;2;9;9;9;2;9;9;9;9;9;9
1274;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1275;2;5;9;9;3;9;9;9;3;9;1;9;9;9
1276;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1277;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1278;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1279;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1280;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1281;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1282;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1283;2;5;9;2;9;9;9;9;3;9;1;9;9;9
1284;1;5;9;9;3;9;9;9;3;9;9;2;9;9
1285;1;2;9;2;9;9;9;2;9;9;1;9;9;9
1286;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1287;1;5;9;9;3;9;9;2;9;9;9;2;9;9
1288;2;5;1;9;9;9;9;9;3;9;1;9;9;9
1289;2;5;9;2;9;9;9;9;3;9;9;2;9;9
1290;1;2;9;2;9;9;9;9;3;9;9;2;9;9
1291;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1292;2;1;9;2;9;9;9;2;9;9;9;9;3;9
1293;2;5;9;9;9;4;9;9;9;4;9;2;9;9
1294;2;5;9;9;3;9;9;2;9;9;9;2;9;9
1295;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1296;2;2;9;9;3;9;9;9;3;9;9;2;9;9
1297;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1298;1;5;9;2;9;9;9;2;9;9;9;2;9;9
1299;2;4;9;2;9;9;9;2;9;9;9;2;9;9
1300;2;5;9;2;9;9;9;2;9;9;1;9;9;9
1301;1;5;9;2;9;9;9;9;3;9;9;2;9;9
1302;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1303;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1304;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1305;2;3;9;2;9;9;9;9;3;9;9;9;3;9
1306;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1307;2;5;9;2;9;9;9;2;9;9;9;9;3;9
1308;2;5;9;2;9;9;1;9;9;9;1;9;9;9
1309;2;2;9;2;9;9;9;2;9;9;9;9;3;9
1310;2;4;9;9;3;9;9;9;3;9;9;9;9;4
1311;2;5;9;2;9;9;9;2;9;9;9;2;9;9
1312;1;1;1;9;9;9;9;2;9;9;9;9;3;9
1313;1;5;9;9;3;9;1;9;9;9;9;9;3;9
1314;2;5;9;9;3;9;9;9;9;4;9;2;9;9
1315;1;5;9;9;3;9;9;9;3;9;9;9;3;9
1316;2;4;9;9;3;9;9;9;3;9;9;2;9;9
1317;2;5;9;2;9;9;9;9;3;9;9;9;3;9
1318;2;5;1;9;9;9;9;9;3;9;9;9;3;9
1319;2;3;1;9;9;9;9;2;9;9;1;9;9;9
1320;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1321;2;1;1;9;9;9;9;2;9;9;1;9;9;9
1322;2;4;9;9;3;9;9;2;9;9;9;2;9;9
1323;2;4;9;2;9;9;9;2;9;9;9;9;3;9
1324;1;5;9;9;3;9;9;9;3;9;9;9;9;9
1325;2;1;9;2;9;9;9;9;3;9;9;9;3;9
1326;2;5;9;2;9;9;9;2;9;9;9;2;9;9
