Bicentenario 2015;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
;;;;;;;;;;;;;;
FOLIO;SEXO;Tramo edad;S1.-Eliminar la pobreza 1;S1.-Eliminar la pobreza 2;S1.-Eliminar la pobreza 3;S1.-Eliminar la pobreza 4;S2.-Ser un país desarrollado 1;S2.-Ser un país desarrollado 2;S2.-Ser un país desarrollado 3;S2.-Ser un país desarrollado 4;S3.-Detener el daño al medio ambiente 1;S3.-Detener el daño al medio ambiente 2;S3.-Detener el daño al medio ambiente 3;S3.-Detener el daño al medio ambiente 4
1230;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1231;Hombre;4;9;2;9;9;9;2;9;9;9;9;3;9
1232;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1233;Hombre;4;9;2;9;9;9;9;3;9;1;9;9;9
1234;Mujer;2;1;9;9;9;9;9;3;9;9;2;9;9
1235;Mujer;2;1;9;9;9;9;9;3;9;1;9;9;9
1236;Mujer;5;1;9;9;9;9;9;3;9;9;9;3;9
1237;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1238;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1239;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1240;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1241;Hombre;4;9;2;9;9;1;9;9;9;9;9;3;9
1242;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
1243;Hombre;5;1;9;9;9;1;9;9;9;9;9;3;9
1244;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1245;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1246;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
1247;Mujer;4;9;9;3;9;9;2;9;9;9;9;9;9
1248;Hombre;5;1;9;9;9;1;9;9;9;9;2;9;9
1249;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1250;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
1251;Mujer;1;9;9;3;9;9;2;9;9;9;2;9;9
1252;Mujer;5;9;9;3;9;9;2;9;9;9;9;3;9
1253;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1254;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1255;Mujer;2;1;9;9;9;9;2;9;9;9;2;9;9
1256;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1257;Mujer;2;9;9;3;9;9;2;9;9;9;9;3;9
1258;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1259;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1260;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1261;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1262;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1263;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1264;Mujer;4;1;9;9;9;9;2;9;9;1;9;9;9
1265;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1266;Hombre;5;1;9;9;9;9;2;9;9;9;2;9;9
1267;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1268;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
1269;Mujer;5;1;9;9;9;1;9;9;9;9;9;9;4
1270;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
1271;Mujer;5;9;9;3;9;9;2;9;9;9;9;3;9
1272;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1273;Mujer;3;1;9;9;9;9;2;9;9;1;9;9;9
1274;Hombre;4;1;9;9;9;1;9;9;9;9;2;9;9
1275;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
1276;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1277;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1278;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1279;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1280;Mujer;5;1;9;9;9;1;9;9;9;9;2;9;9
1281;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1282;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1283;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1284;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1285;Mujer;5;1;9;9;9;1;9;9;9;9;2;9;9
1286;Mujer;3;9;9;3;9;9;2;9;9;9;9;3;9
1287;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
1288;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
1289;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1290;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1291;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1292;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
1293;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
1294;Hombre;1;9;2;9;9;9;2;9;9;1;9;9;9
1295;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
1296;Mujer;5;9;2;9;9;1;9;9;9;1;9;9;9
1297;Mujer;2;9;2;9;9;1;9;9;9;1;9;9;9
1298;Hombre;1;9;9;3;9;9;2;9;9;9;9;3;9
1299;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1300;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
1301;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1302;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1303;Hombre;2;9;9;9;9;9;9;3;9;9;9;9;9
1304;Mujer;5;9;9;3;9;9;9;9;4;9;9;3;9
1305;Mujer;2;9;9;3;9;9;2;9;9;9;9;3;9
1306;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1307;Mujer;4;1;9;9;9;1;9;9;9;1;9;9;9
1308;Hombre;5;9;2;9;9;1;9;9;9;1;9;9;9
1309;Hombre;1;9;9;3;9;9;2;9;9;1;9;9;9
1310;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1311;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1312;Hombre;4;9;9;3;9;9;2;9;9;9;2;9;9
1313;Hombre;4;9;9;3;9;9;2;9;9;9;2;9;9
1314;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1315;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1316;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1317;Mujer;4;9;2;9;9;9;9;9;9;9;2;9;9
1318;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1319;Mujer;5;1;9;9;9;9;2;9;9;9;9;3;9
1320;Hombre;5;9;9;3;9;9;2;9;9;9;9;3;9
1321;Hombre;1;9;2;9;9;9;2;9;9;1;9;9;9
1322;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1323;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
1324;Hombre;1;1;9;9;9;9;9;3;9;9;2;9;9
1325;Mujer;3;9;2;9;9;9;9;3;9;9;9;3;9
1326;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1327;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1328;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1329;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1330;Mujer;2;1;9;9;9;9;2;9;9;9;2;9;9
1331;Mujer;5;9;9;9;4;9;9;3;9;9;9;3;9
1332;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
1333;Hombre;1;1;9;9;9;9;2;9;9;9;2;9;9
1334;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
1335;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1336;Hombre;2;9;9;3;9;9;9;3;9;9;2;9;9
1337;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
1338;Mujer;1;9;9;9;4;9;9;3;9;9;2;9;9
1339;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
1340;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1341;Mujer;3;9;9;3;9;9;9;3;9;9;2;9;9
1342;Hombre;1;9;2;9;9;9;2;9;9;1;9;9;9
1343;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1344;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1345;Hombre;4;9;9;3;9;9;9;3;9;1;9;9;9
1346;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1347;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
1348;Hombre;2;9;9;3;9;9;2;9;9;9;9;3;9
1349;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
1350;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
1351;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
1352;Hombre;5;9;9;9;4;9;9;3;9;9;2;9;9
1353;Mujer;3;9;2;9;9;9;9;3;9;9;2;9;9
1354;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1355;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1356;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1357;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1358;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
1359;Hombre;3;9;2;9;9;9;9;3;9;9;9;3;9
1360;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1361;Hombre;3;9;9;3;9;9;9;3;9;9;9;3;9
1362;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
1363;Mujer;1;9;2;9;9;9;9;3;9;9;9;3;9
1364;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1365;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1366;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1367;Hombre;5;9;9;3;9;9;2;9;9;9;2;9;9
1368;Mujer;5;9;2;9;9;9;9;9;9;9;9;3;9
1369;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1370;Hombre;5;9;9;3;9;9;2;9;9;9;2;9;9
1371;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1372;Hombre;1;1;9;9;9;1;9;9;9;1;9;9;9
1373;Hombre;1;1;9;9;9;9;2;9;9;9;9;3;9
1374;Mujer;2;1;9;9;9;1;9;9;9;1;9;9;9
1375;Hombre;3;1;9;9;9;9;2;9;9;1;9;9;9
1376;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
1377;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1378;Mujer;4;1;9;9;9;9;2;9;9;1;9;9;9
1379;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1380;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1381;Hombre;2;1;9;9;9;9;2;9;9;1;9;9;9
1382;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1383;Mujer;5;9;9;9;9;9;2;9;9;1;9;9;9
1384;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1385;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1386;Mujer;4;9;2;9;9;9;9;9;4;1;9;9;9
1387;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
1388;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1389;Hombre;1;9;9;3;9;9;9;3;9;1;9;9;9
1390;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1391;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1392;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1393;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1394;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1395;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1396;Hombre;5;1;9;9;9;9;2;9;9;1;9;9;9
1397;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1398;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1399;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1400;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1401;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1402;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1403;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1404;Mujer;4;1;9;9;9;9;2;9;9;1;9;9;9
1405;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1406;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1407;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1408;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1409;Hombre;5;1;9;9;9;9;2;9;9;9;9;3;9
1410;Hombre;5;1;9;9;9;9;9;3;9;1;9;9;9
1411;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1412;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1413;Mujer;3;9;2;9;9;1;9;9;9;1;9;9;9
1414;Hombre;5;9;9;3;9;9;2;9;9;1;9;9;9
1415;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1416;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1417;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1418;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1419;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1420;Hombre;4;9;2;9;9;9;9;3;9;1;9;9;9
1421;Mujer;1;1;9;9;9;9;9;3;9;9;2;9;9
1422;Mujer;4;9;2;9;9;1;9;9;9;1;9;9;9
1423;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1424;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1425;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1426;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1427;Hombre;3;1;9;9;9;9;2;9;9;1;9;9;9
1428;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1429;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1430;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
1431;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1432;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1433;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1434;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1435;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1436;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1437;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1438;Hombre;4;1;9;9;9;9;2;9;9;9;2;9;9
1439;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1440;Hombre;3;1;9;9;9;1;9;9;9;1;9;9;9
1441;Hombre;4;1;9;9;9;1;9;9;9;1;9;9;9
1442;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1443;Hombre;4;1;9;9;9;9;2;9;9;1;9;9;9
1444;Hombre;5;1;9;9;9;1;9;9;9;1;9;9;9
1445;Hombre;3;9;2;9;9;9;9;3;9;1;9;9;9
1446;Mujer;2;9;2;9;9;9;2;9;9;1;9;9;9
1447;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1448;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1449;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1450;Mujer;5;9;9;3;9;9;2;9;9;9;9;3;9
1451;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1452;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1453;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1454;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1455;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1456;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1457;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1458;Mujer;1;9;9;3;9;9;9;3;9;9;9;3;9
1459;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1460;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1461;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1462;Mujer;3;9;2;9;9;1;9;9;9;9;2;9;9
1463;Mujer;3;9;2;9;9;9;2;9;9;9;9;3;9
1464;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1465;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1466;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1467;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1468;Mujer;2;9;2;9;9;9;2;9;9;9;9;3;9
1469;Mujer;5;9;9;3;9;9;2;9;9;1;9;9;9
1470;Mujer;1;9;2;9;9;9;9;3;9;9;2;9;9
1471;Mujer;2;9;2;9;9;9;9;3;9;1;9;9;9
1472;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1473;Hombre;1;9;9;3;9;9;2;9;9;9;2;9;9
1474;Hombre;4;9;2;9;9;9;2;9;9;9;2;9;9
1475;Hombre;5;9;9;3;9;9;2;9;9;9;2;9;9
1476;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
1477;Mujer;5;1;9;9;9;1;9;9;9;1;9;9;9
1478;Mujer;1;9;9;3;9;9;2;9;9;9;9;3;9
1479;Mujer;2;9;9;3;9;9;2;9;9;9;2;9;9
1480;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1481;Hombre;5;9;2;9;9;9;9;3;9;9;2;9;9
1482;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1483;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1484;Mujer;5;1;9;9;9;9;2;9;9;1;9;9;9
1485;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1486;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1487;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1488;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1489;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1490;Mujer;4;1;9;9;9;9;9;3;9;9;2;9;9
1491;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
1492;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1493;Mujer;3;9;9;3;9;9;9;3;9;9;9;3;9
1494;Hombre;3;9;9;3;9;9;2;9;9;9;2;9;9
1495;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1496;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1497;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1498;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1499;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1500;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
1501;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1502;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1503;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1504;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1505;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1506;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1507;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1508;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
1509;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
1510;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1511;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1512;Mujer;5;1;9;9;9;9;2;9;9;9;9;3;9
1513;Hombre;5;9;9;3;9;9;2;9;9;9;2;9;9
1514;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1515;Mujer;1;9;9;3;9;9;2;9;9;9;9;9;4
1516;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1517;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1518;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1519;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1520;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1521;Hombre;1;9;9;3;9;9;2;9;9;9;9;3;9
1522;Mujer;1;9;2;9;9;9;2;9;9;9;2;9;9
1523;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1524;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1525;Mujer;5;9;2;9;9;9;2;9;9;9;2;9;9
1526;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1527;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1528;Mujer;5;9;2;9;9;9;9;3;9;9;9;3;9
1529;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1530;Hombre;4;1;9;9;9;1;9;9;9;1;9;9;9
1531;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
1532;Hombre;2;9;9;3;9;9;9;3;9;9;9;3;9
1533;Mujer;5;1;9;9;9;9;2;9;9;9;2;9;9
1534;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1535;Hombre;1;9;9;3;9;9;2;9;9;1;9;9;9
1536;Hombre;1;9;9;3;9;9;9;3;9;9;9;3;9
1537;Hombre;4;9;9;3;9;9;9;3;9;9;9;3;9
1538;Mujer;1;9;9;3;9;9;9;3;9;1;9;9;9
1539;Hombre;3;9;2;9;9;9;9;3;9;9;9;3;9
1540;Mujer;2;1;9;9;9;1;9;9;9;9;2;9;9
1541;Hombre;1;9;2;9;9;9;9;3;9;1;9;9;9
1542;Hombre;5;9;9;3;9;9;9;3;9;9;2;9;9
1543;Hombre;4;1;9;9;9;1;9;9;9;9;2;9;9
1544;Hombre;2;9;2;9;9;9;2;9;9;9;2;9;9
1545;Mujer;2;9;2;9;9;9;2;9;9;9;2;9;9
1546;Mujer;4;9;2;9;9;9;2;9;9;9;9;3;9
1547;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1548;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1549;Mujer;5;9;9;3;9;9;9;3;9;9;9;3;9
1550;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1551;Hombre;5;1;9;9;9;9;9;9;9;9;2;9;9
1552;Mujer;5;9;2;9;9;9;9;3;9;9;2;9;9
1553;Mujer;5;9;9;9;4;1;9;9;9;9;2;9;9
1554;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1555;Mujer;2;9;9;3;9;9;9;3;9;9;9;3;9
1556;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1557;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1558;Hombre;2;1;9;9;9;1;9;9;9;1;9;9;9
1559;Mujer;5;9;2;9;9;9;2;9;9;9;9;9;9
1560;Hombre;5;9;2;9;9;9;2;9;9;9;9;3;9
1561;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1562;Mujer;1;9;2;9;9;9;9;3;9;1;9;9;9
1563;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1564;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1565;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1566;Hombre;3;1;9;9;9;9;2;9;9;1;9;9;9
1567;Mujer;1;9;2;9;9;9;9;3;9;1;9;9;9
1568;Mujer;3;9;9;3;9;9;9;3;9;1;9;9;9
1569;Hombre;4;9;2;9;9;9;2;9;9;1;9;9;9
1570;Hombre;5;1;9;9;9;9;9;3;9;1;9;9;9
1571;Hombre;2;9;9;3;9;9;2;9;9;9;2;9;9
1572;Hombre;4;1;9;9;9;9;2;9;9;1;9;9;9
1573;Mujer;2;9;9;3;9;9;2;9;9;1;9;9;9
1574;Mujer;2;9;2;9;9;9;9;3;9;9;2;9;9
1575;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1576;Hombre;3;9;2;9;9;9;9;3;9;9;2;9;9
1577;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
1578;Mujer;4;9;9;3;9;9;2;9;9;9;2;9;9
1579;Hombre;5;9;2;9;9;9;2;9;9;1;9;9;9
1580;Mujer;2;9;9;3;9;9;9;3;9;1;9;9;9
1581;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1582;Mujer;4;9;9;3;9;9;9;3;9;1;9;9;9
1583;Mujer;1;9;2;9;9;9;2;9;9;9;9;3;9
1584;Mujer;5;9;2;9;9;9;9;3;9;1;9;9;9
1585;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
1586;Mujer;5;9;2;9;9;9;2;9;9;1;9;9;9
1587;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1588;Hombre;5;1;9;9;9;9;9;3;9;1;9;9;9
1589;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
1590;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1591;Mujer;4;9;2;9;9;9;2;9;9;9;2;9;9
1592;Mujer;4;9;9;3;9;9;9;3;9;9;2;9;9
1593;Hombre;1;9;2;9;9;9;2;9;9;9;2;9;9
1594;Mujer;2;9;9;3;9;9;9;3;9;9;2;9;9
1595;Mujer;5;9;2;9;9;9;2;9;9;9;9;3;9
1596;Hombre;3;9;2;9;9;9;2;9;9;1;9;9;9
1597;Hombre;5;9;9;3;9;9;9;3;9;9;9;3;9
1598;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1599;Hombre;3;9;9;3;9;9;9;3;9;9;2;9;9
1600;Hombre;5;9;2;9;9;9;2;9;9;9;2;9;9
1601;Hombre;4;9;9;3;9;9;2;9;9;1;9;9;9
1602;Hombre;3;9;2;9;9;9;2;9;9;9;9;3;9
1603;Mujer;3;9;2;9;9;9;2;9;9;1;9;9;9
1604;Hombre;1;9;2;9;9;9;9;3;9;9;2;9;9
1605;Mujer;1;9;2;9;9;9;2;9;9;1;9;9;9
1606;Hombre;2;1;9;9;9;1;9;9;9;1;9;9;9
1607;Mujer;1;9;2;9;9;9;9;9;9;1;9;9;9
1608;Mujer;2;1;9;9;9;1;9;9;9;1;9;9;9
1609;Mujer;3;9;9;3;9;9;9;3;9;1;9;9;9
1610;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1611;Mujer;3;9;2;9;9;9;9;3;9;1;9;9;9
1612;Mujer;4;9;9;3;9;9;9;3;9;9;9;3;9
1613;Hombre;2;9;2;9;9;9;2;9;9;1;9;9;9
1614;Mujer;4;9;2;9;9;9;9;3;9;9;2;9;9
1615;Mujer;5;9;9;3;9;9;9;3;9;9;2;9;9
1616;Hombre;4;9;2;9;9;9;9;3;9;9;2;9;9
1617;Hombre;4;9;9;3;9;9;9;3;9;9;2;9;9
1618;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1619;Mujer;4;9;2;9;9;9;2;9;9;1;9;9;9
1620;Mujer;3;9;9;3;9;9;2;9;9;9;2;9;9
1621;Mujer;3;9;2;9;9;9;2;9;9;9;2;9;9
1622;Hombre;5;9;2;9;9;9;9;3;9;1;9;9;9
1623;Mujer;4;1;9;9;9;9;9;3;9;9;2;9;9
1624;Mujer;2;9;2;9;9;1;9;9;9;1;9;9;9
1625;Hombre;2;9;2;9;9;9;9;3;9;9;2;9;9
1626;Mujer;2;9;9;3;9;9;9;3;9;9;9;9;9
1627;Hombre;5;9;2;9;9;9;9;3;9;9;9;3;9
1628;Hombre;5;1;9;9;9;1;9;9;9;9;2;9;9
1629;Mujer;5;1;9;9;9;1;9;9;9;9;9;9;9
1630;Mujer;3;1;9;9;9;1;9;9;9;1;9;9;9
1631;Hombre;2;9;9;3;9;9;9;3;9;1;9;9;9
